id,comments
d31vlg,"YTA for expecting payment when it wasn't discussed. I realize a lot of people may disagree with this because it is based on Western ideals of politeness and middle to upper class individuality, but poorer households and non-White households are way more collective, so offering payment when *you* offered to watch her without discussing payment is an absolute asshole move. Tack on the fact humans aren't actually mind readers and you're just fully in the wrong.

Instead of being passive aggressive about it maybe instead say ""hey, would you mind pitching me a twenty every month? I don't mind watching your kid, but it would help offset the cost of care for snacks!"" and if she agrees everyone is happy! If she rejects then you can go the ""Then I don't think I can watch her"" route."
d31xn1,"NTA. This is your dad’s call, not yours. Your sister is old enough to get a job and her own place. If she wanted to stay with you guys she needed to change her behavior. It sounds like she potentially has a problem with alcohol. I hope she gets the help she needs."
d31yek,"NTA, but don't tell her off. Just make it clear that she is not ever allowed to take your clarinet anywhere or authorize repairs. Full stop."
d32193,NTA But if this is to be a long term relationship this sounds very uneven and weird. He wants you to pay for obvious wear and tear on a car you drive once in a while??? Not cool and weird when he didn’t ante up on something that he broke of yours that was clearly NOT wear and tear.
d326ds,NTA. Your neighbor has no business owning pets if she isn’t going to care for them beyond their kitten years. I’d also contact the humane society and let them know that the cats aren’t being cared for so it can be looked into.
d328tf,Are you serious ? She sounds exhausting.
d328y9,NTA. Your boyfriend is the definition of unappreciative. When someone gives you a gift you say thank you and leave it at that.
d32age,"YTA 

Your dad has elected not to tell them. Respect his choice. 

He can deal with them asking for shit. He's an adult who makes his own choices based on all factors not all of which  he needs to explain to you or anyone else. you don't need to ""save him from dealing with your siblings."
d32ayl,"NAH. You’re entitled to your feelings and wouldn’t be out of bounds for discussing those feelings with her. That said, breastfeeding isn’t inappropriate and pictures of a child breastfeeding aren’t sexual or inappropriate."
d32eyt,"ESH- your mother should respect your wishes, but you need to learn self-control. You'll get more respect by being firm and calm."
d32gbo,"NTA, absolutely. Just be aware that how you tell her this sort of stuff will affect your relationship with her and/or your father. If you don't much care about that, then there's no real need to worry."
d32l4b,YTA - Don't make a suggestion on your bf's birthday unless you are paying.
d32lit,"NTA pigs are very smart and social and take a LOT of work, she absolutely should not get a pet pig unless all the housemates agree and can provide for it all the space and attention it will need"
d32m4v,"ESH, but your still an asshole  and obviously proud of it."
d32npn,"YTIdiot  (if that’s not too inflammatory) 

I would encourage you to avoid things like this in the future simply because taunting someone you dont know to be mentally stable in a metal death machine as a pedestrian is not a great idea. I don’t remember who first told me this, but I’ve always remembered, “right of way doesn’t matter if you’re dead.”"
d32nvx,NTA. You did good.
d32ogk,YTA. Her laughter and the existence of her social life pisses you off? God forbid she has friends! She didn’t do anything to “disrespect” you. This post is like one giant red flag.
d32ql1,NTA.  Just send your cousin a card. You are not obligated to go to this wedding.  Do not set yourself on fire to keep someone else warm. Protect yourself and stay away from them.
d32qm7,"I'm going to say NAH because it doesn't sound like you've spoken to her about it yet and hence we don't know what her reaction or response would be. You are not the asshole for wanting some time to yourself to do whatever, whether it's playing games or sleeping in. Talk to her, you have every right to have some alone time even in a relationship."
d32yn2,"NTA but I suggest you speak with a lawyer as soon as possible and get their advice on whether you post anything. What he’s doing is illegal and you are entitled to some of that money so you can actually use it to care for your daughter, but you don’t want to hurt your chances of getting that money in any way legally, so consult someone first about what you can possibly do."
d32zyc,"NTA, screw people who screw others, intentionally or not. They deserve absolutely no politeness"
d333mv,"NTA. If you’re cleaning up your mistakes, that’s the very definition of being responsible for them. Is your husband being an asshole or is it just a breakdown in communication due to lack of understanding English?"
d3363m,NTA Hard no! Good lord why would you wanna watch the paper trail of your ex go on possible dates
d336fq,"NTA. you told her once it was over, so it isn't like you kept a secret from her for years. You did what you needed to do to aide your recovery"
d337nx,"NTA - That instructor was very unprofessional. Be careful and pace yourself next time. Before you go back, if you go back, let that instructor know you had an undiagnosed blood pressure issue that made you think you were going to pass out/almost passed out, and next time that you should be able to leave unmolested.

This isn't grade school. Instructors acting like they are entitled to justifications for people leaving early are just practicing bad business. You're paying them to teach you good form, this isn't Martial arts where discipline and a teacher-subservient relationship is implied. And even Eastern Martial arts taking that kind of angle on the customer-instructor relationship is weird to me.

In any event. You are 100 percent fine. Unless the blood pressure thing happens again. But that could just be your body getting used to strenuous activity and being used in New ways. I know that exactly happened when I started running. Focus on consistent breathing.

Either"
d33843,"If you know your mom takes pictures at inappropriate moments, wtf you mooning her for??"
d338et,NTA at all. Honey your mom is abusive and it doesn't matter what her damage is that no excuse. Have you considered living with your dad?
d3396q,"NTA. Your step-mother should be more understanding and lenient with you, considering your OCD. Your reasoning is fairly logical, it does make more sense to take it out later anyways. Good thing you stood your ground. If she’s that particular about the trash, why doesn’t she just take it out herself then?"
d33e3n,"NAH 

But don’t go telling her she can’t. Talk through the financials of the situation in a way that helps her understand you guys just can’t afford to do this. It’s sad, and I feel bad for her. She won’t have biological children, but you guys can foster and make a huge difference in an existing child’s life."
d33i6w,YTA adults in relationships talk to each other. You could have told her you needed a day with no responsibility. She may disagree. Then you set a boundary. This is how you adult. You don’t lie by omission then when you get caught decide to actually lie next time. This is a recipe for a really short relationship.
d33rbv,"NTA
I might get hate for this but if they really hurt you why do you have to forgive or accept their apology? This guys obviously homophobic and maybe he changed but it still doesn’t change that he bullied you enough that you thought about leaving. Don’t listen if you don’t want too."
d33tdr,"YTA. Pick your battles. She’s the breadwinner, probably exhausted from her day. Doesn’t want to deal with that shit at 5am. 
She was probably being so dismissive of your frustrations (it’s only a charger) because I’m guessing she was woken up and frustrated that she was woken up for such a petty reason. 
I get her taking your charger is frustrating as fuck (gf did the same thing to me until I got a wireless charger) but cut her some slack."
d344ql,"NTA Your father is making the right choice by insisting on separate parties. If your mother is so selfish and immature she wants you to tell your dad you'll miss your sister's bat mitzvah if she's not invited tells me that she's not in the right place to merge these kinds of events. She has no business getting you involved in her long dead relationship with your father.

Maybe down the road you could try getting them together on a less important occasion, like 4th of July or something. Don't test the waters with your sister's bat mitzvah. Let your parents work their messes out on their own."
d346b7,"Nah

The cleaning will benefit you all though so I think you should equally pay for it"
d346rd,NTA but you need to be a lot more professional in the emails you sent. Saying 'I'm sorry but I will be busy this weekend and won't be able to do this. Please give more more advance notice in future so I can plan accordingly.' Putting in the extra jabs about feeling unappreciated is out of place and detracts from the main theme of the email.
d34827,"ESH. You should force him to sleep longer. Sleep in. It's a road trip. Get there 3 hours late. No biggie. Also, you shouldn't try to drive. If you're not on the list, the insurance will not cover you. Don't make that mistake."
d34adq,"NAH but I think you might have to be one. I'd rather be temporarily upset and disheartened and learn from that, rather than having a continuing problem I wasn't aware of.

Part of me wants to say ""but if you know she can't reach those places, then is there a point bringing it up?"" but then maybe it is worth bringing it up so she can understand the need to tackle the issue by tackling other issues maybe. Difficult situation and I don't envy you. Hopefully you can find a way of doing it sensitively or constructively."
d34b5t,YTA. Just because you had a shitty customer doesn’t mean you get to fuck with their order. You’re also just proving her right that her order is always wrong.
d34haf,"ESH Your friend should just let you pay or at least communicate about this, you shouldn't have bothered us with those six paragraphs of completely unrelated stuff at the start of your post."
d34srm,YTA for accepting in the first place when you already knew full well what kind of person the bride is. Now you'll be fucked if you back out and fucked if you don't.
d355ck,"YTA. You sound like you don't trust him at all. If you carry on being ""not too keen"" on your boyfriend going out without you, you may find yourself alone full time."
d35ar4,"ESH. Calling out hypocrisy isn't license to be unnecessarily cruel.

Now you're both just bad friends and listeners. Congratulations"
d35g24,"YTA.

He asked if he could park there and you said it was fine. It's understandable that he would be under the impression that this would mean he wouldn't get a ticket.

There's no reasonable way he could have known the rules for your parking space, so you saying it was OK would obviously be taken by him as a sign that it wouldn't get him a ticket.

You, as the 'owner' of the space and resident should have been aware of the rules, so you're the reason he has a ticket.

If you want to keep the friend, pay the ticket.

>Does he not have any liability to check?

He did check. With you - the owner of the parking spot."
d35r8x,"NTA. 

That’s a shit situation.  Likely she was hangry and not like that normally but 100% her fault for taking it out on a fast food employee. You guys are way over worked and underpaid."
d35sai,"YTA Had to read this a couple of times. Yes, if they simply assumed you were going to pitch in, that would be assholic, but off the top you said that you three regularly buy one big present for your mother for her birthday. Then you clearly had a discussion about a gift, i.e. the phone call where you discussed how much you were willing to spend. I'm not sure what the befuddlement was about—they clearly surmised, reasonably, if incorrectly, that you were willing to chip it (like you do usually) the amount you said you would be willing to pay. That's pretty considerate, even if they misunderstood you. So you sisters aren't the assholes.

Fine, a real inconvenience. But if getting a present together is a regular thing, it's on you to check in with you sisters about this too. It's a hassle to the one planning all of this. Now your sisters have to cough up the difference and create something awfully awkward in front your mom. ""Yeah, me and my sis pitched in for this.... dunno about the other sis. lol. Happy birthday!"""
d35sar,"NTA. You're not responsible for assisting anyone on the roadside, but you also didn't do anything malicious to her while she knowingly did so to you. Responding with passive neutrality to an asshole's plight doesn't make you one."
d35tth,"NAH here.

You don't want to contact with your mom, who have mostly no relationship. You did it of your own volition, although it seems to be affected by your dad's choice which is not a bad thing altogether. You don't want to pursuit a relationship with her (and to an extent, your half sister), it is ok to not contact.

Your mom might have done a lot of bad things in the bad, to your dad (and maybe to you too). But recovering from it then becoming a better person and contacting her own daughter (allowed by your dad) is not an assholery action at all. She is beckoning you to write back, but she have never forced you or got aggressive about it, right?

Also, you can write a letter and politely to tell her to not write for you anymore if you feel pressured by your mother unintentionally. You can also ask your dad to block it for you, since you are a minor now. Don't be hard on yourself and your mother, both of you have feelings and want to express it, no one is asshole here."
d35ue8,"YTA

Say it with me everyone, dont touch other peoples property without permission, you are not the building manager or the custodian, call someone who deals with the building and let it go"
d3663k,[deleted]
d366u3,Two way split is not fair. You need a conversation about you leaving. YWNBTA
d36882,"YTA, your kids don't know why you left or when you're coming back. Needing time to clear your head is fine but you need to at least communicate about it with your family first."
d36iqx,"YTA, you probably should have told him something like ""Hopefully you can make it, but I'm going anyway"""
d36k6b,"NTA. They are, and I would have cut contact immediately after the whole situation was done. That’s their fucking child. He needed them, and they treated him like dirt. Like a chore, or a way to make money. Even if that’s the only terrible thing they’ve ever done, they’re not people I would let around my family."
d36kfl,"YTA

Taking a guess here, Jessie's husband probably can't go until the bigger party for one reason or another. So using that as an example as to why Molly's SO can't come is flimsy at best. If you insist on this it very well could damage your friendship pretty badly. This is more or less made even worse by the fact you're allowing children who could be disruptive along."
d36pjf,I suspect this might backfire tbh and cause a huge issue it seems a waste of time picking up all that rubbish just to pile it up in an effort to shame him. Obviously the gf was struggling with her mental health but do you think he could also be depressed? I’d probably just clean up and keep encouraging him to help out and then enforce a schedule once it was clean to keep it that way.
d36ty8,"NAH, but older sisters have been dressing up their little brothers for fun since forever. It’s not that strange."
d36vrl,"NTA. Your girlfriend should know better. If her niece was over the age of 18, I would feel different. She’s still very young. 

Julie’s obviously trying to make sure they are safe but should never have offered to supply her weed."
d36w65,NTA the cat sounds anxious and miserable and if he isnt abke to care for it he shouldnt have it.
d36xza,"NTA. Honestly at 11, you're there just in case any emergency comes up, and your sister is getting childcare at a steal for £5 and is only worth it as you're able to supplement that time with your actual job. Especially since the babysitting is inconsistent, and more of a favor. This is encroaching r/ChoosingBeggars"
d36z57,"NTA. She basically told you that she's - without asking you - taken over the house for herself on a day she knows is very important to you, and traditionally you have the house for. She's more than welcome to ask for the house, but seeing as she didn't she's declared war on you and shitting on her party is fair game if you ask me.

Ofc, you could avoid a lot of heartache and bad blood and probably enjoy the day a lot more if you relocate your own party to somewhere else."
d370hv,"Honestly, I'm going to ironically suggest that you be *more* of an asshole. If someone asks you a dumbass question, then treat them like a right dumbass. Let them know how thick they are for not solving a basic problem (like trying to Google something or sign into emails? Cmon dudes), and you'll probably notice them stop asking."
d372o9,"ESH

He gave you notice, and unless this religious event is super offensive to you for whatever reason, sometimes you go to things for people you love. He gave you notice that something was going on, and asked you to clear put your schedule. 

Really the big reason I'm putting blame everywhere is because he called you entitled for wanting notice for having them want you to go to things. I also don't love the because I said so argument - that is for three year olds after an hour long run of ""Why?"" They should be able to give a better explanation for someone older."
d374wb,"NTA *yet* - if you gather them all and talk it out (e.g. you've been left out somehow and would like maybe a few of them to join you to avoid being alone with the weird kid) then that's fine. It's not like they'd refuse, either, for risk of seeming like a massive dick.

What you don't wanna do is be a bitch about it - that'll only alienate your new friends. Hopefully you can sort it out, but be ready to be a bigger man and maybe room with the weird kids if you have to."
d3781z,"NTA.

This is one of those lose-lose situations, but as terrible a thing as death is I don't think it's good for anyone if you cancel the party and all sit at home feeling miserable.

Do be careful, though - I'm sure the bereaved kid won't be too happy if you're all going nuts and getting smashed and banging on the tables or whatever fucked up shit you plan on doing the day after his dad's funeral."
d37c17,"NTA.  You could have done more but you did at least recognize what was happening and tell somebody else about it, who then handled it.  That's not nothing."
d37gir,"For a start, YTA for the clickbait title.

Secondly, ESH. You can't control your SO regardless of how fishy their friends seem. You have to trust them not to cheat without needing to supervise their every move, and If you can't do that then hey-ho, you need a new partner."
d37h9i,"NTA.

Sit your boyfriend down make it clear that those are *your* boobs he's occasionally allowed to touch, not *his* boobs. And that as such, he has *zero* right to tell you when you're allowed to take them out as long as you're not being sexual with other people."
d37kcl,"NAH

You and your parents need to learn not to take things so fucking personally.

Sit them down and explain to them that your lack of communication does not in any way reflect on how you feel about them. If anything, it reflects how you feel about you.

Then you have to realize that giving you money is not an insult. It is an act of love. You are not a failure for receiving it. You've already proven you can live with out it.

---

There are a lot of red flags here suggesting that you need therapy. If your husband is not getting any, so does he.

The mentions of feeling shame and embarrassed are the ones that really hit. You should never act out of shame. Either own the choices you make, or figure out why you feel shame and fix it. If at any point you are making what you feel are the best choices based on what you know and who you are, there is no reason for shame."
d37keu,NTA: She's already been fucking him if you had to give her an ultimatum to cut him off.
d37pks,The smell of kimchi cam trigger migraines for me. YTA. You don't eat stinky food in a shared space unless you know people are fine with it.
d37up2,"NTA. I'd just go the simple route of saying ""he doesn't want the responsibilities to stick to the requirements of living here""."
d37vfu,"NTA

>I know I'm being taken advantage of. I know some of these parents conspire to shuffle their kids around each other's sitters for free childcare.

Yeah that's definitely what's happening, you gotta set some boundaries"
d381fm,"NTA at all. If you go to pick up your food, then you're under no obligation to tip. Sounds like you just came across a rude manager, nothing on you."
d381m1,"NTA

She may be organising it but it is *for you*. She shouldn't be inviting people you don't want there, and if she can't tell (either by knowing you well enough or just plain common sense) who those people would be she should have consulted you.

Honestly, I would be inclined to cut her as matron of honour. But that is just me, and it would probably cause you more problems."
d384ho,"Well you have to ask yourself would your friend be upset if they found out that you were able to play any game they bought for free. If the answer is yes then YTA. If you dint think they would care at all, then NTA"
d38683,"NTA. If you hadn't had the kid with you I may lean more towards ""just check what she wants"" but your duty of care is to the kid, not strangers."
d387sq,NTA - IF you were hired as a barista and it says so in your contract. I doubt there will be a notice period if you have only been there 3 days. You’re actually protecting the public. At the very least you should hold a basic food hygiene certificate if you are going to be handling food never mind cooking or preparing it.
d389hf,"NTA; but it sounds like there are some easy alternatives:

1. Get a coffee maker at home (saves money in the long run anyway)
2. Tell her your desired schedule, and to set time goals to work out your schedules
3. Tell her to drive every other day/week if her anxiety is that bad"
d38a1d,NTA your child's bday is for your child's friends. Your MIL sounds like a clown tbh
d38b72,"NTA.  You don't bring gifts or donations to someone and demand to be feed.  And, no one should expect parents of a newborn to entertain/serve dinner right in the first month."
